Judul,Link,Kategori,Tanggal Upload
"Polemik JHT, PDIP Tegaskan JKP Tak Bisa Jadi Pengganti",https://www.cnnindonesia.com/nasional/20220212155320-32-758391/polemik-jht-pdip-tegaskan-jkp-tak-bisa-jadi-pengganti,Nasional,3 tahun yang lalu
PKS Minta Aturan Pencairan JHT Dikaji Ulang: Mencederai Kemanusiaan,https://www.cnnindonesia.com/nasional/20220212151012-32-758367/pks-minta-aturan-pencairan-jht-dikaji-ulang-mencederai-kemanusiaan,Nasional,3 tahun yang lalu
"Mengenal JKP, Pengganti JHT yang Cair saat Peserta BPJS Usia 56 Tahun",https://www.cnnindonesia.com/ekonomi/20220212144744-78-758360/mengenal-jkp-pengganti-jht-yang-cair-saat-peserta-bpjs-usia-56-tahun,Ekonomi,3 tahun yang lalu
"Tolak Aturan JHT Cair di Usia 56 Tahun, Buruh Siap Demonstrasi",https://www.cnnindonesia.com/nasional/20220212130538-20-758347/tolak-aturan-jht-cair-di-usia-56-tahun-buruh-siap-demonstrasi,Nasional,3 tahun yang lalu
Kemnaker Klaim 'Ngobrol' dengan Pekerja Terkait JHT Cair di Usia 56,https://www.cnnindonesia.com/ekonomi/20220212131148-92-758348/kemnaker-klaim-ngobrol-dengan-pekerja-terkait-jht-cair-di-usia-56,Ekonomi,3 tahun yang lalu
JHT BPJS Bisa Cair Sebagian Minimal Kepesertaan 10 Tahun,https://www.cnnindonesia.com/ekonomi/20220212124154-78-758341/jht-bpjs-bisa-cair-sebagian-minimal-kepesertaan-10-tahun,Ekonomi,3 tahun yang lalu
KSPI Pertanyakan Dana JHT: Jangan Dipinjam untuk Proyek Mercusuar,https://www.cnnindonesia.com/nasional/20220212115608-20-758335/kspi-pertanyakan-dana-jht-jangan-dipinjam-untuk-proyek-mercusuar,Nasional,3 tahun yang lalu
ASPEK Desak Menaker Batalkan Aturan JHT Dicairkan di Usia 56 Tahun,https://www.cnnindonesia.com/nasional/20220212094304-20-758322/aspek-desak-menaker-batalkan-aturan-jht-dicairkan-di-usia-56-tahun,Nasional,3 tahun yang lalu
DPR Minta JHT Bisa Cair Sebelum Usia 56 bagi yang di-PHK atau 'Resign',https://www.cnnindonesia.com/nasional/20220211192700-32-758224/dpr-minta-jht-bisa-cair-sebelum-usia-56-bagi-yang-di-phk-atau-resign,Nasional,3 tahun yang lalu
Meme Sindiran Aturan Cair Jaminan Hari Tua BPJS Saat Usia 56 Tahun,https://www.cnnindonesia.com/teknologi/20220211204827-192-758253/meme-sindiran-aturan-cair-jaminan-hari-tua-bpjs-saat-usia-56-tahun,Teknologi,3 tahun yang lalu
BPJS Naker Angkat Suara soal Aturan JHT Cair Usia 56 Tahun,https://www.cnnindonesia.com/ekonomi/20220211203739-78-758249/bpjs-naker-angkat-suara-soal-aturan-jht-cair-usia-56-tahun,Ekonomi,3 tahun yang lalu
"Netizen Kaget, Sakit Hati Aturan Baru JHT BPJS Cair Saat Usia 56 Tahun",https://www.cnnindonesia.com/teknologi/20211101162043-192-715116/netizen-kaget-sakit-hati-aturan-baru-jht-bpjs-cair-saat-usia-56-tahun,Teknologi,3 tahun yang lalu
Pekerja 'Shock' JHT BPJS Baru Bisa Cair saat Usia 56 Tahun,https://www.cnnindonesia.com/ekonomi/20220211192211-92-758223/pekerja-shock-jht-bpjs-baru-bisa-cair-saat-usia-56-tahun,Ekonomi,3 tahun yang lalu
Guru Besar UI Kritik Aturan JHT Baru Cair Usia 56 Tahun,https://www.cnnindonesia.com/ekonomi/20220211190647-92-758217/guru-besar-ui-kritik-aturan-jht-baru-cair-usia-56-tahun,Ekonomi,3 tahun yang lalu
Isi Lengkap Aturan JHT Baru Bisa Cair Saat Usia 56 Tahun,https://www.cnnindonesia.com/ekonomi/20220211183952-92-758207/isi-lengkap-aturan-jht-baru-bisa-cair-saat-usia-56-tahun,Ekonomi,3 tahun yang lalu
Aturan Baru Menaker: JHT Hanya Bisa Cair Saat Usia 56 Tahun,https://www.cnnindonesia.com/ekonomi/20220211163115-92-758144/aturan-baru-menaker-jht-hanya-bisa-cair-saat-usia-56-tahun,Ekonomi,3 tahun yang lalu
Daftar Layanan Kesehatan yang Tidak Ditanggung BPJS,https://www.cnnindonesia.com/ekonomi/20220209073446-78-756790/daftar-layanan-kesehatan-yang-tidak-ditanggung-bpjs,Ekonomi,3 tahun yang lalu
VIDEO: Menko PMK Launching Instruksi Presiden 1 Tahun 2022,https://www.cnnindonesia.com/tv/20220203173557-407-754715/video-menko-pmk-launching-instruksi-presiden-1-tahun-2022,TV,3 tahun yang lalu
Asosiasi Farmasi: Mayoritas Obat Diproduksi Industri Nasional,https://www.cnnindonesia.com/ekonomi/20220202134624-92-754060/asosiasi-farmasi-mayoritas-obat-diproduksi-industri-nasional,Ekonomi,3 tahun yang lalu
Penghuni Kerangkeng Bupati Langkat Kerja 10 Jam di Pabrik Tanpa Upah,https://www.cnnindonesia.com/nasional/20220202203114-12-754269/penghuni-kerangkeng-bupati-langkat-kerja-10-jam-di-pabrik-tanpa-upah,Nasional,3 tahun yang lalu
Uji Coba Kelas Standar BPJS Kesehatan Dimulai Tahun Ini,https://www.cnnindonesia.com/ekonomi/20220126072722-78-751269/uji-coba-kelas-standar-bpjs-kesehatan-dimulai-tahun-ini,Ekonomi,3 tahun yang lalu
Irma Chaniago Tegur Menkes Budi: Kalau Kami Bicara Lihat Mukanya,https://www.cnnindonesia.com/nasional/20220125172904-32-751099/irma-chaniago-tegur-menkes-budi-kalau-kami-bicara-lihat-mukanya,Nasional,3 tahun yang lalu
Menkes Akan Kombinasikan Manfaat BPJS Kesehatan dengan Asuransi,https://www.cnnindonesia.com/ekonomi/20220125152609-78-751018/menkes-akan-kombinasikan-manfaat-bpjs-kesehatan-dengan-asuransi,Ekonomi,3 tahun yang lalu
Penyakit Jantung Bebani BPJS Kesehatan Sampai Rp10 T,https://www.cnnindonesia.com/ekonomi/20220125132043-92-750923/penyakit-jantung-bebani-bpjs-kesehatan-sampai-rp10-t,Ekonomi,3 tahun yang lalu
VIDEO: Angin Kencang Landa Kota Bogor,https://www.cnnindonesia.com/tv/20220124211646-405-750672/video-angin-kencang-landa-kota-bogor,TV,3 tahun yang lalu
"Investasi BPJS Ketenagakerjaan Tembus Rp553,50 T 2021",https://www.cnnindonesia.com/ekonomi/20220120131518-78-749057/investasi-bpjs-ketenagakerjaan-tembus-rp55350-t-2021,Ekonomi,3 tahun yang lalu
Realisasi Dana Jaminan Sosial BPJS Kesehatan Cuma 76 Persen Tahun Lalu,https://www.cnnindonesia.com/ekonomi/20220119162905-78-748674/realisasi-dana-jaminan-sosial-bpjs-kesehatan-cuma-76-persen-tahun-lalu,Ekonomi,3 tahun yang lalu
Istri Sebut Pak Ogah Kembali Masuk Rumah Sakit,https://www.cnnindonesia.com/hiburan/20220113151439-234-746194/istri-sebut-pak-ogah-kembali-masuk-rumah-sakit,Hiburan,3 tahun yang lalu
Kebocoran Data Pribadi yang Tak Berujung di RI,https://www.cnnindonesia.com/teknologi/20220112191045-185-745842/kebocoran-data-pribadi-yang-tak-berujung-di-ri,Teknologi,3 tahun yang lalu
Kitabisa Buka Suara soal Penyaluran Donasi Pak Ogah,https://www.cnnindonesia.com/nasional/20220112160322-20-745735/kitabisa-buka-suara-soal-penyaluran-donasi-pak-ogah,Nasional,3 tahun yang lalu
Rumah Harapan Melanie Subono Tanggung Biaya Hidup Pak Ogah 6 Bulan,https://www.cnnindonesia.com/hiburan/20220112173552-234-745797/rumah-harapan-melanie-subono-tanggung-biaya-hidup-pak-ogah-6-bulan,Hiburan,3 tahun yang lalu
Keluarga Sebut Masih Butuh Bantuan Rawat Pak Ogah,https://www.cnnindonesia.com/hiburan/20220112100816-234-745548/keluarga-sebut-masih-butuh-bantuan-rawat-pak-ogah,Hiburan,3 tahun yang lalu
"160 Ribu Data Pelamar Kerja Bocor, Salah Satunya Anak Usaha Pertamina",https://www.cnnindonesia.com/teknologi/20220111211719-185-745437/160-ribu-data-pelamar-kerja-bocor-salah-satunya-anak-usaha-pertamina,Teknologi,3 tahun yang lalu
"Seharusnya, Vaksin Booster Gratis Tak Cuma untuk Masyarakat Miskin",https://www.cnnindonesia.com/ekonomi/20220111065439-92-744990/seharusnya-vaksin-booster-gratis-tak-cuma-untuk-masyarakat-miskin,Ekonomi,3 tahun yang lalu
Pengusaha Belum Berencana Tanggung Biaya Vaksin Booster Karyawan,https://www.cnnindonesia.com/ekonomi/20220110163802-92-744810/pengusaha-belum-berencana-tanggung-biaya-vaksin-booster-karyawan,Ekonomi,3 tahun yang lalu
98 Juta Peserta PBI BPJS Kesehatan Bakal Dapat Vaksin Booster Gratis,https://www.cnnindonesia.com/ekonomi/20220110132631-78-744679/98-juta-peserta-pbi-bpjs-kesehatan-bakal-dapat-vaksin-booster-gratis,Ekonomi,3 tahun yang lalu
"Dana Operasional BPJS Ketenagakerjaan Turun Jadi Rp4,52 T Tahun Ini",https://www.cnnindonesia.com/ekonomi/20220110104607-532-744580/dana-operasional-bpjs-ketenagakerjaan-turun-jadi-rp452-t-tahun-ini,Ekonomi,3 tahun yang lalu
BPOM: Vaksin Booster Khusus Moderna Hanya Pakai Setengah Dosis,https://www.cnnindonesia.com/nasional/20220110122302-20-744648/bpom-vaksin-booster-khusus-moderna-hanya-pakai-setengah-dosis,Nasional,3 tahun yang lalu
BPOM Resmi Terbitkan Izin Darurat 5 Merek Vaksin untuk Booster,https://www.cnnindonesia.com/nasional/20220110103141-20-744577/bpom-resmi-terbitkan-izin-darurat-5-merek-vaksin-untuk-booster,Nasional,3 tahun yang lalu
"Dana Operasional BPJS Kesehatan Naik 4 Persen Maksimal Rp4,27 T",https://www.cnnindonesia.com/ekonomi/20220110102047-532-744572/dana-operasional-bpjs-kesehatan-naik-4-persen-maksimal-rp427-t,Ekonomi,3 tahun yang lalu
"Vaksin Booster Gratis untuk Peserta BPJS PBI, Di luar Itu Bayar",https://www.cnnindonesia.com/ekonomi/20220110074833-78-744496/vaksin-booster-gratis-untuk-peserta-bpjs-pbi-di-luar-itu-bayar,Ekonomi,3 tahun yang lalu
VIDEO: Sah! Cukai Rokok Naik Lagi,https://www.cnnindonesia.com/tv/20220107124353-405-743792/video-sah-cukai-rokok-naik-lagi,TV,3 tahun yang lalu
Kemnaker Buka Pendaftaran Mitra Program Jaminan Kehilangan Pekerjaan,https://www.cnnindonesia.com/ekonomi/20220106172527-92-743516/kemnaker-buka-pendaftaran-mitra-program-jaminan-kehilangan-pekerjaan,Ekonomi,3 tahun yang lalu
Jabar Siapkan 100 Ribu Vaksin Booster ke Nakes dan TNI-Polri,https://www.cnnindonesia.com/nasional/20220105212345-20-743107/jabar-siapkan-100-ribu-vaksin-booster-ke-nakes-dan-tni-polri,Nasional,3 tahun yang lalu
Ketua MPR Bamsoet Desak Vaksin Booster Covid-19 Wajib Gratis,https://www.cnnindonesia.com/nasional/20220105150038-32-742907/ketua-mpr-bamsoet-desak-vaksin-booster-covid-19-wajib-gratis,Nasional,3 tahun yang lalu
"Rangkuman Covid: Ada Transmisi Komunitas, Probable Omicron Wajib di RS",https://www.cnnindonesia.com/nasional/20220105190742-20-743046/rangkuman-covid-ada-transmisi-komunitas-probable-omicron-wajib-di-rs,Nasional,3 tahun yang lalu
"Vaksin Booster Mulai 12 Januari, Pemerintah Belum Tetapkan Harga",https://www.cnnindonesia.com/nasional/20220105092222-20-742693/vaksin-booster-mulai-12-januari-pemerintah-belum-tetapkan-harga,Nasional,3 tahun yang lalu
Meneropong Bisnis Startup di Tahun Macan Air,https://www.cnnindonesia.com/ekonomi/20220104133650-92-742387/meneropong-bisnis-startup-di-tahun-macan-air,Ekonomi,3 tahun yang lalu
Dinkes DKI Klaim Belum Ada Arahan Pusat soal Pemberian Vaksin Booster,https://www.cnnindonesia.com/nasional/20220105010129-20-742624/dinkes-dki-klaim-belum-ada-arahan-pusat-soal-pemberian-vaksin-booster,Nasional,3 tahun yang lalu
VIDEO: Semarang Siap Suntik Vaksin Booster Ke 107 Ribu Lansia,https://www.cnnindonesia.com/tv/20220104155530-407-742489/video-semarang-siap-suntik-vaksin-booster-ke-107-ribu-lansia,TV,3 tahun yang lalu
Izin Penggunaan Darurat Empat Vaksin Booster Dirilis Pekan Depan,https://www.cnnindonesia.com/nasional/20211231133905-20-741028/izin-penggunaan-darurat-empat-vaksin-booster-dirilis-pekan-depan,Nasional,3 tahun yang lalu
Pemerintah Gagal Capai Target Vaksinasi Covid-19 hingga Akhir 2021,https://www.cnnindonesia.com/nasional/20211231184002-20-741190/pemerintah-gagal-capai-target-vaksinasi-covid-19-hingga-akhir-2021,Nasional,3 tahun yang lalu
BPJS Kesehatan Tutup 2021 dengan Kinerja dan Prestasi Mengkilap,https://www.cnnindonesia.com/ekonomi/20211231141009-83-741056/bpjs-kesehatan-tutup-2021-dengan-kinerja-dan-prestasi-mengkilap,Ekonomi,3 tahun yang lalu
Kemnaker Minta Bank Blokir Rekening Penerima BSU yang Belum Diaktivasi,https://www.cnnindonesia.com/ekonomi/20211231113426-92-740976/kemnaker-minta-bank-blokir-rekening-penerima-bsu-yang-belum-diaktivasi,Ekonomi,3 tahun yang lalu
Kemenkes Serahkan Kasus Booster Vaksin Ilegal Surabaya ke Aparat,https://www.cnnindonesia.com/nasional/20211231104217-20-740944/kemenkes-serahkan-kasus-booster-vaksin-ilegal-surabaya-ke-aparat,Nasional,3 tahun yang lalu
Pemerintah Targetkan Vaksin Booster Dimulai 12 Januari 2022,https://www.cnnindonesia.com/nasional/20211231100515-20-740918/pemerintah-targetkan-vaksin-booster-dimulai-12-januari-2022,Nasional,3 tahun yang lalu
"Program JKN-KIS, Pelindung Kesehatan Keluarga Nurdiyono",https://www.cnnindonesia.com/ekonomi/20211230182053-83-740735/program-jkn-kis-pelindung-kesehatan-keluarga-nurdiyono,Ekonomi,3 tahun yang lalu
PANDAWA BPJS Kesehatan Permudah Warga Asmat Urus Berpindah FKTP,https://www.cnnindonesia.com/ekonomi/20211230180211-83-740725/pandawa-bpjs-kesehatan-permudah-warga-asmat-urus-berpindah-fktp,Ekonomi,3 tahun yang lalu
"Derita Alergi Berat, Yusuf Bersyukur Ada Program JKN-KIS",https://www.cnnindonesia.com/ekonomi/20211230173258-83-740712/derita-alergi-berat-yusuf-bersyukur-ada-program-jkn-kis,Ekonomi,3 tahun yang lalu
Warga Makale Tana Toraja Akui Dapat Manfaat Berlipat JKN-KIS,https://www.cnnindonesia.com/ekonomi/20211230171335-83-740700/warga-makale-tana-toraja-akui-dapat-manfaat-berlipat-jkn-kis,Ekonomi,3 tahun yang lalu
Dessy Imelda Ungkap Suka dan Duka Jadi Kader JKN,https://www.cnnindonesia.com/ekonomi/20211230165233-83-740687/dessy-imelda-ungkap-suka-dan-duka-jadi-kader-jkn,Ekonomi,3 tahun yang lalu
"Untuk Efektifitas, Faskes di Kupang Manfaatkan Fitur Mobile JKN",https://www.cnnindonesia.com/ekonomi/20211229135930-83-740082/untuk-efektifitas-faskes-di-kupang-manfaatkan-fitur-mobile-jkn,Ekonomi,3 tahun yang lalu
Kemudahan Pelayanan JKN-KIS Diakui Peserta BPJS Kesehatan dari Kaltim,https://www.cnnindonesia.com/ekonomi/20211229135051-83-740077/kemudahan-pelayanan-jkn-kis-diakui-peserta-bpjs-kesehatan-dari-kaltim,Ekonomi,3 tahun yang lalu
Cerita Warga Karawang Rasakan Manfaat Jaminan Kesehatan dari JKN-KIS,https://www.cnnindonesia.com/ekonomi/20211229134343-83-740057/cerita-warga-karawang-rasakan-manfaat-jaminan-kesehatan-dari-jkn-kis,Ekonomi,3 tahun yang lalu
JKN-KIS Jadi Jawaban Atas Masalah Akses Kesehatan untuk Masyarakat,https://www.cnnindonesia.com/ekonomi/20211229132827-83-740049/jkn-kis-jadi-jawaban-atas-masalah-akses-kesehatan-untuk-masyarakat,Ekonomi,3 tahun yang lalu
"Wacana Hapus Premium, Isu Kesehatan dan Ancaman Daya Beli Masyarakat",https://www.cnnindonesia.com/ekonomi/20211229062216-85-739877/wacana-hapus-premium-isu-kesehatan-dan-ancaman-daya-beli-masyarakat,Ekonomi,3 tahun yang lalu
Menkes Kaji Potensi Setengah Dosis Vaksin Moderna sebagai Booster,https://www.cnnindonesia.com/nasional/20211228213042-20-739820/menkes-kaji-potensi-setengah-dosis-vaksin-moderna-sebagai-booster,Nasional,3 tahun yang lalu
Peserta BPJS Kesehatan Ungkap Iuran JKN-KIS untuk Tolong Orang Lain,https://www.cnnindonesia.com/ekonomi/20211228195422-83-739787/peserta-bpjs-kesehatan-ungkap-iuran-jkn-kis-untuk-tolong-orang-lain,Ekonomi,3 tahun yang lalu
"VIDEO: Asa Tak Pernah Putus, Melawan Hidrosefalus",https://www.cnnindonesia.com/tv/20211228180335-407-739729/video-asa-tak-pernah-putus-melawan-hidrosefalus,TV,3 tahun yang lalu
Warga Sumba Timur Rasakan Manfaat Program JKN-KIS,https://www.cnnindonesia.com/ekonomi/20211227165816-83-739242/warga-sumba-timur-rasakan-manfaat-program-jkn-kis,Ekonomi,3 tahun yang lalu
Cerita Warga Karawang Pilih JKN-KIS untuk Perlindungan Keluarganya,https://www.cnnindonesia.com/ekonomi/20211227142610-83-739147/cerita-warga-karawang-pilih-jkn-kis-untuk-perlindungan-keluarganya,Ekonomi,3 tahun yang lalu
Petugas Keamanan Jadikan JKN-KIS Jaminan Kesehatan Buat Keluarga,https://www.cnnindonesia.com/ekonomi/20211227164629-83-739227/petugas-keamanan-jadikan-jkn-kis-jaminan-kesehatan-buat-keluarga,Ekonomi,3 tahun yang lalu
Edwin Aristiawan Raih Penghargaan ItWorks Top Digital Awards 2021,https://www.cnnindonesia.com/ekonomi/20211227164128-83-739225/edwin-aristiawan-raih-penghargaan-itworks-top-digital-awards-2021,Ekonomi,3 tahun yang lalu
Cerita Reza Pahlefi Dimanjakan Kemudahan Akses Layanan Mobile JKN,https://www.cnnindonesia.com/ekonomi/20211227141929-83-739129/cerita-reza-pahlefi-dimanjakan-kemudahan-akses-layanan-mobile-jkn,Ekonomi,3 tahun yang lalu
Pengusaha soal Kenaikan UMP oleh Anies: Kami Harap Kemnaker Luruskan,https://www.cnnindonesia.com/ekonomi/20211227135306-92-739117/pengusaha-soal-kenaikan-ump-oleh-anies-kami-harap-kemnaker-luruskan,Ekonomi,3 tahun yang lalu
Cerita Peserta BPJS Kesehatan Tenang Lahiran Menggunakan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20211224155613-83-738359/cerita-peserta-bpjs-kesehatan-tenang-lahiran-menggunakan-jkn-kis,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Luncurkan Dashboard Detak dan Data Sampel 2015-2020,https://www.cnnindonesia.com/ekonomi/20211224105338-83-738176/bpjs-kesehatan-luncurkan-dashboard-detak-dan-data-sampel-2015-2020,Ekonomi,3 tahun yang lalu
JKN-KIS Dinilai Bawa Banyak Manfaat buat Masyarakat Indonesia,https://www.cnnindonesia.com/ekonomi/20211224101734-83-738155/jkn-kis-dinilai-bawa-banyak-manfaat-buat-masyarakat-indonesia,Ekonomi,3 tahun yang lalu
Dirut BPJS Kesehatan Dinobatkan Masuk Jajaran Best CEOs,https://www.cnnindonesia.com/ekonomi/20211218103953-83-735602/dirut-bpjs-kesehatan-dinobatkan-masuk-jajaran-best-ceos,Ekonomi,3 tahun yang lalu
Dewan Kesenian Jakarta Layangkan Mosi Tidak Percaya pada Kadisbud DKI,https://www.cnnindonesia.com/nasional/20211217212104-20-735544/dewan-kesenian-jakarta-layangkan-mosi-tidak-percaya-pada-kadisbud-dki,Nasional,3 tahun yang lalu
BPJS Kesehatan Payakumbuh Maksimalkan Layanan Pandawa Kala Pandemi,https://www.cnnindonesia.com/ekonomi/20211217143700-83-735337/bpjs-kesehatan-payakumbuh-maksimalkan-layanan-pandawa-kala-pandemi,Ekonomi,3 tahun yang lalu
"Bank Dunia Beri Pinjaman Rp5,74 T untuk Jaminan Kesehatan Nasional",https://www.cnnindonesia.com/ekonomi/20211216211328-78-735100/bank-dunia-beri-pinjaman-rp574-t-untuk-jaminan-kesehatan-nasional,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Sabet 2 Penghargaan dari IQA Foundation,https://www.cnnindonesia.com/ekonomi/20211216192154-83-735062/bpjs-kesehatan-sabet-2-penghargaan-dari-iqa-foundation,Ekonomi,3 tahun yang lalu
Asosiasi Buka Suara soal Pinjol UangTeman Nunggak Gaji Karyawan,https://www.cnnindonesia.com/ekonomi/20211216140356-78-734859/asosiasi-buka-suara-soal-pinjol-uangteman-nunggak-gaji-karyawan,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Perkuat Aplikasi P-Care Vaksinasi Antisipasi Omicron,https://www.cnnindonesia.com/ekonomi/20211216122419-83-734810/bpjs-kesehatan-perkuat-aplikasi-p-care-vaksinasi-antisipasi-omicron,Ekonomi,3 tahun yang lalu
Digitalisasi Dorong Kinerja Positif Jasa Raharja di Q3-2021,https://www.cnnindonesia.com/nasional/20211216130101-293-734826/digitalisasi-dorong-kinerja-positif-jasa-raharja-di-q3-2021,Nasional,3 tahun yang lalu
"Pemerintah Gelontorkan PMN Rp695,6 T sejak 2005",https://www.cnnindonesia.com/ekonomi/20211215203658-532-734601/pemerintah-gelontorkan-pmn-rp6956-t-sejak-2005,Ekonomi,3 tahun yang lalu
DJSN Pastikan Transisi Kelas Standar BPJS Kesehatan Bertahap,https://www.cnnindonesia.com/ekonomi/20211215145222-78-734422/djsn-pastikan-transisi-kelas-standar-bpjs-kesehatan-bertahap,Ekonomi,3 tahun yang lalu
"Daftar Vaksin Booster untuk Warga, BPOM Urus Proses Izin Darurat",https://www.cnnindonesia.com/nasional/20211215091941-20-734223/daftar-vaksin-booster-untuk-warga-bpom-urus-proses-izin-darurat,Nasional,3 tahun yang lalu
Bos Fabelio Blak-blakan Respons Tudingan Paksa Karyawan Resign,https://www.cnnindonesia.com/ekonomi/20211214193652-92-734062/bos-fabelio-blak-blakan-respons-tudingan-paksa-karyawan-resign,Ekonomi,3 tahun yang lalu
Viral Fabelio Dituding Tak Bayar Gaji hingga Paksa Resign dengan Ormas,https://www.cnnindonesia.com/ekonomi/20211214190750-92-734054/viral-fabelio-dituding-tak-bayar-gaji-hingga-paksa-resign-dengan-ormas,Ekonomi,3 tahun yang lalu
"Rangkuman Covid: 10 Ribu Anak Disuntik Sinovac, Booster Lansia Gratis",https://www.cnnindonesia.com/nasional/20211214175551-20-734031/rangkuman-covid-10-ribu-anak-disuntik-sinovac-booster-lansia-gratis,Nasional,3 tahun yang lalu
"Menkes: Lansia-Peserta BPJS Gratis Vaksin Booster, Warga Umum Bayar",https://www.cnnindonesia.com/nasional/20211214153422-20-733970/menkes-lansia-peserta-bpjs-gratis-vaksin-booster-warga-umum-bayar,Nasional,3 tahun yang lalu
Pekerja Indosat M2 Minta Jokowi Turun Tangan soal Gaji hingga PHK,https://www.cnnindonesia.com/ekonomi/20211214155907-92-733965/pekerja-indosat-m2-minta-jokowi-turun-tangan-soal-gaji-hingga-phk,Ekonomi,3 tahun yang lalu
Program JKN-KIS Lindungi Masyarakat di Tengah Pandemi,https://www.cnnindonesia.com/ekonomi/20211214141919-83-733894/program-jkn-kis-lindungi-masyarakat-di-tengah-pandemi,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Bantah Kelas Rawat Inap Dihapus Tahun Depan,https://www.cnnindonesia.com/ekonomi/20211214124635-92-733844/bpjs-kesehatan-bantah-kelas-rawat-inap-dihapus-tahun-depan,Ekonomi,3 tahun yang lalu
"Ironi UangTeman, Cuan Pinjol Tebal Tapi Bayar Gaji Karyawan Macet",https://www.cnnindonesia.com/ekonomi/20211214111837-78-733788/ironi-uangteman-cuan-pinjol-tebal-tapi-bayar-gaji-karyawan-macet,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Apresiasi Capaian UHC Kota Metro Lewat Program JKN-KIS,https://www.cnnindonesia.com/ekonomi/20211214111646-83-733789/bpjs-kesehatan-apresiasi-capaian-uhc-kota-metro-lewat-program-jkn-kis,Ekonomi,3 tahun yang lalu
Alasan Tarif Cukai Rokok 2022 Naik 12 Persen,https://www.cnnindonesia.com/ekonomi/20211213175816-532-733521/alasan-tarif-cukai-rokok-2022-naik-12-persen,Ekonomi,3 tahun yang lalu
Karyawan Pinjol UangTeman Tuntut Gaji hingga BPJS Dibayarkan,https://www.cnnindonesia.com/ekonomi/20211213160632-78-733475/karyawan-pinjol-uangteman-tuntut-gaji-hingga-bpjs-dibayarkan,Ekonomi,3 tahun yang lalu
